file,score
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-34/segment-3/frame_34_31062.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-4/segment-0/frame_04_06390.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-25/segment-1/frame_25_13345.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-17/segment-7/frame_17_79267.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-23/segment-0/frame_23_04635.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-0/segment-0/frame_00_02965.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-5/segment-2/frame_05_23867.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-7/segment-1/frame_07_10375.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-33/segment-5/frame_33_57977.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-2/segment-0/frame_02_00030.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-17/segment-8/frame_17_80861.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-13/segment-1/frame_13_16638.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-2/segment-0/frame_02_00413.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-8/segment-0/frame_08_01614.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-9/segment-0/frame_09_02836.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-3/segment-0/frame_03_00456.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-21/segment-1/frame_21_11100.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-13/segment-1/frame_13_16341.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-46/segment-7/frame_46_75741.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-33/segment-0/frame_33_09536.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-40/segment-1/frame_40_14452.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-10/segment-0/frame_10_07094.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-15/segment-8/frame_15_80435.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-58/segment-2/frame_58_27687.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-4/segment-0/frame_04_02277.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-12/segment-2/frame_12_27292.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-0/segment-0/frame_00_00348.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-11/segment-0/frame_11_07545.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-13/segment-1/frame_13_16565.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-20/segment-1/frame_20_11235.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-13/segment-6/frame_13_69644.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-10/segment-0/frame_10_00589.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-26/segment-1/frame_26_19041.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-3/segment-4/frame_03_46570.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-79/segment-3/frame_79_32516.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-6/segment-0/frame_06_00229.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-17/segment-0/frame_17_02450.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-20/segment-5/frame_20_56698.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-3/segment-2/frame_03_23577.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-51/segment-7/frame_51_75098.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-10/segment-0/frame_10_00207.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-73/segment-3/frame_73_31833.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-57/segment-2/frame_57_27146.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-3/segment-5/frame_03_50844.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-29/segment-1/frame_29_19766.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-3/segment-4/frame_03_40126.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-8/segment-0/frame_08_02132.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-31/segment-1/frame_31_13821.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-10/segment-2/frame_10_20214.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-53/segment-1/frame_53_18509.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-5/segment-0/frame_05_00326.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-9/segment-5/frame_09_53304.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-28/segment-0/frame_28_08734.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-13/segment-1/frame_13_16505.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-5/segment-0/frame_05_00011.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-14/segment-0/frame_14_04427.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-49/segment-1/frame_49_14387.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-14/segment-1/frame_14_16501.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-21/segment-2/frame_21_29940.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-18/segment-5/frame_18_55483.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-4/segment-5/frame_04_56066.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-4/segment-0/frame_04_00176.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-53/segment-2/frame_53_27210.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-2/segment-0/frame_02_00334.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-17/segment-0/frame_17_07119.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-13/segment-6/frame_13_69772.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-9/segment-0/frame_09_00394.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-9/segment-3/frame_09_32161.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-4/segment-0/frame_04_03028.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-12/segment-0/frame_12_04076.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-21/segment-1/frame_21_11725.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-25/segment-5/frame_25_55936.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-48/segment-1/frame_48_14302.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-15/segment-0/frame_15_01402.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-20/segment-0/frame_20_04876.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-25/segment-2/frame_25_20498.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-11/segment-5/frame_11_52577.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-35/segment-2/frame_35_25929.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-10/segment-0/frame_10_02818.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-12/segment-0/frame_12_04844.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-0/segment-2/frame_00_22730.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-28/segment-5/frame_28_57316.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-54/segment-2/frame_54_25892.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-21/segment-1/frame_21_13618.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-0/segment-0/frame_00_00181.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-18/segment-4/frame_18_40725.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-8/segment-0/frame_08_02824.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-19/segment-0/frame_19_03959.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-15/segment-8/frame_15_80919.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-14/segment-1/frame_14_16604.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-5/segment-2/frame_05_26129.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-11/segment-0/frame_11_03232.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-38/segment-7/frame_38_71212.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-18/segment-0/frame_18_09916.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-27/segment-4/frame_27_42686.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-4/segment-0/frame_04_05345.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-87/segment-3/frame_87_32216.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-12/segment-0/frame_12_03453.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-3/segment-0/frame_03_09733.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-53/segment-1/frame_53_17155.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-31/segment-1/frame_31_11983.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-11/segment-0/frame_11_04219.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-22/segment-1/frame_22_11415.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-9/segment-1/frame_09_10649.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-39/segment-1/frame_39_14349.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-25/segment-6/frame_25_65079.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-28/segment-1/frame_28_13932.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-22/segment-1/frame_22_11140.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-15/segment-1/frame_15_15688.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-0/segment-0/frame_00_00437.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-6/segment-1/frame_06_12847.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-81/segment-3/frame_81_31924.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-3/segment-1/frame_03_11346.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-7/segment-0/frame_07_01356.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-7/segment-2/frame_07_29856.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-15/segment-6/frame_15_69560.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-1/segment-0/frame_01_00017.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-9/segment-0/frame_09_02537.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-15/segment-2/frame_15_21817.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-0/segment-0/frame_00_01488.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-5/segment-0/frame_05_00095.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-1/segment-3/frame_01_30287.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-19/segment-0/frame_19_07932.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-7/segment-3/frame_07_32948.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-39/segment-7/frame_39_78937.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-13/segment-1/frame_13_16396.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-41/segment-1/frame_41_14418.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-7/segment-0/frame_07_08819.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-6/segment-0/frame_06_02255.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-13/segment-6/frame_13_68281.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-10/segment-4/frame_10_49465.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-7/segment-1/frame_07_10357.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-6/segment-0/frame_06_09390.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-27/segment-1/frame_27_14514.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-19/segment-0/frame_19_04784.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-4/segment-1/frame_04_10442.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-9/segment-0/frame_09_09595.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-4/segment-0/frame_04_05810.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-3/segment-0/frame_03_02646.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-71/segment-2/frame_71_29413.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-2/segment-7/frame_02_77081.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-93/segment-3/frame_93_32574.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-18/segment-7/frame_18_70117.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-13/segment-0/frame_13_01998.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-37/segment-1/frame_37_17264.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation108/individual_images/track-3/segment-0/frame_03_06692.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-11/segment-0/frame_11_02963.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-2/segment-5/frame_02_51341.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-4/segment-0/frame_04_01093.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-18/segment-0/frame_18_03618.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-37/segment-7/frame_37_70573.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-26/segment-5/frame_26_52834.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-14/segment-0/frame_14_03634.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-0/segment-1/frame_00_11773.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-5/segment-0/frame_05_05784.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-12/segment-0/frame_12_04101.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-5/segment-2/frame_05_21163.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-12/segment-0/frame_12_03110.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-3/segment-2/frame_03_21254.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-17/segment-7/frame_17_73582.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-1/segment-0/frame_01_02656.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-11/segment-1/frame_11_10216.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-13/segment-8/frame_13_80431.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-2/segment-1/frame_02_11094.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-8/segment-0/frame_08_08635.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-2/segment-1/frame_02_15649.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-15/segment-2/frame_15_27658.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-8/segment-0/frame_08_06467.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-7/segment-5/frame_07_55574.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation083/individual_images/track-0/segment-1/frame_00_16863.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-37/segment-1/frame_37_13649.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-12/segment-0/frame_12_02717.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-25/segment-2/frame_25_25595.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-12/segment-6/frame_12_63990.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-9/segment-0/frame_09_09889.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-4/segment-3/frame_04_34802.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-34/segment-5/frame_34_58050.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-23/segment-1/frame_23_16913.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-3/segment-1/frame_03_19592.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-19/segment-1/frame_19_11432.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-8/segment-0/frame_08_02265.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-9/segment-0/frame_09_02596.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-29/segment-6/frame_29_62221.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation092/individual_images/track-14/segment-0/frame_14_03830.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-12/segment-0/frame_12_03166.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-2/segment-0/frame_02_00428.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-7/segment-1/frame_07_10482.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-20/segment-5/frame_20_53115.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation070/individual_images/track-3/segment-2/frame_03_25691.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-15/segment-0/frame_15_06508.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation027/individual_images/track-8/segment-0/frame_08_06880.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-4/segment-0/frame_04_00381.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-27/segment-5/frame_27_57275.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-3/segment-2/frame_03_26923.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-4/segment-2/frame_04_22502.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-2/segment-2/frame_02_27255.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-25/segment-6/frame_25_63618.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-52/segment-7/frame_52_74983.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-53/segment-1/frame_53_18000.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation046/individual_images/track-34/segment-1/frame_34_17851.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-4/segment-0/frame_04_01535.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation082/individual_images/track-36/segment-3/frame_36_31325.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-14/segment-0/frame_14_01321.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation044/individual_images/track-10/segment-1/frame_10_10244.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-76/segment-3/frame_76_31436.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-4/segment-5/frame_04_53150.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation090/individual_images/track-9/segment-0/frame_09_02211.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation074/individual_images/track-9/segment-1/frame_09_11119.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation066/individual_images/track-11/segment-4/frame_11_45943.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation034/individual_images/track-72/segment-3/frame_72_31603.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-9/segment-0/frame_09_08499.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation036/individual_images/track-5/segment-2/frame_05_23748.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation053/individual_images/track-33/segment-5/frame_33_57983.jpg,head-up
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation015/individual_images/track-8/segment-0/frame_08_00783.jpg,head-down
/kenya_drones/processing/kenya-tracking/processed-videos/raw-footage/observation102/individual_images/track-4/segment-0/frame_04_00280.jpg,head-up
